,GAME_ID,PLAYER_ID,PLAYER_NAME_LAST_FIRST_home,TEAM_NAME_home,TEAM_ID_home,TEAM_ABBREVIATION_home,PASS_TYPE_home,G_home,PASS_TO_home,PASS_TEAMMATE_PLAYER_ID_home,FREQUENCY_home,PASS_home,AST_home,FGM_home,FGA_home,FG_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,PLAYER_NAME_LAST_FIRST_away,TEAM_NAME_away,TEAM_ID_away,TEAM_ABBREVIATION_away,PASS_TYPE_away,G_away,PASS_TO_away,PASS_TEAMMATE_PLAYER_ID_away,FREQUENCY_away,PASS_away,AST_away,FGM_away,FGA_away,FG_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,POSITION,mean,std,FREQUENCY
97,21900443,203484,"Caldwell-Pope, Kentavious",Los Angeles Lakers,1610612747,LAL,made,1,"Davis, Anthony",203076,0.091,2,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Kentavious Caldwell-Pope,nan,nan,nan,25:06:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,6.0,-12.0,Guard,0.07579927228623384,0.07772953644911912,0.19555922250631688
98,21900443,203484,"Caldwell-Pope, Kentavious",Los Angeles Lakers,1610612747,LAL,made,1,"Rondo, Rajon",200765,0.182,4,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Kentavious Caldwell-Pope,nan,nan,nan,25:06:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,6.0,-12.0,Guard,0.07579927228623384,0.07772953644911912,1.366285360305525
99,21900443,203484,"Caldwell-Pope, Kentavious",Los Angeles Lakers,1610612747,LAL,made,1,"Howard, Dwight",2730,0.091,2,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Kentavious Caldwell-Pope,nan,nan,nan,25:06:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,6.0,-12.0,Guard,0.07579927228623384,0.07772953644911912,0.19555922250631688
100,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Horton-Tucker, Talen",1629659,0.111,1,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,0.45286167037427477
101,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Kuzma, Kyle",1628398,0.333,3,0,0,1,0.0,0,1,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,3.308918841708607
102,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,0.111,1,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,0.45286167037427477
103,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Davis, Anthony",203076,0.111,1,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,0.45286167037427477
104,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"McGee, JaVale",201580,0.111,1,0,0,1,0.0,0,1,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,0.45286167037427477
105,21900443,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Rondo, Rajon",200765,0.222,2,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Troy Daniels,nan,nan,nan,10:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-4.0,Guard,0.07579927228623384,0.07772953644911912,1.8808902560414407
106,21900443,1626188,"Cook, Quinn",Los Angeles Lakers,1610612747,LAL,made,1,"Kuzma, Kyle",1628398,0.391,9,1,1,2,0.5,0,1,0.0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Quinn Cook,nan,nan,nan,17:26,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,-7.0,Guard,0.07579927228623384,0.07772953644911912,4.055095940525685
107,21900443,1626188,"Cook, Quinn",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,0.043,1,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,1610612747,LAL,Los Angeles,Quinn Cook,nan,nan,nan,17:26,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,-7.0,Guard,0.07579927228623384,0.07772953644911912,-0.42196665237678194
