,PLAYER_ID_home,PLAYER_NAME_LAST_FIRST_home,TEAM_NAME_home,TEAM_ID_home,TEAM_ABBREVIATION_home,PASS_TYPE_home,G_home,PASS_TO_home,PASS_TEAMMATE_PLAYER_ID_home,FREQUENCY_home,PASS_home,AST_home,FGM_home,FGA_home,FG_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,GAME_ID,PLAYER_ID_away,PLAYER_NAME_LAST_FIRST_away,TEAM_NAME_away,TEAM_ID_away,TEAM_ABBREVIATION_away,PASS_TYPE_away,G_away,PASS_TO_away,PASS_TEAMMATE_PLAYER_ID_away,FREQUENCY_away,PASS_away,AST_away,FGM_away,FGA_away,FG_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,POSITION_home,mean_x,std_x,POSITION_away,mean_y,std_y
465,203924,"Grant, Jerami",Denver Nuggets,1610612743,DEN,made,1,"Jokic, Nikola",203999,-0.415710464,1,1,1,1,1,1,1,1,0,0,0,21900304,1627936,"Caruso, Alex",Los Angeles Lakers,1610612747,LAL,made,1,"Daniels, Troy",203584,-0.113203715,1,0,0,0,0,0,0,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
466,203924,"Grant, Jerami",Denver Nuggets,1610612743,DEN,made,1,"Plumlee, Mason",203486,0.43046624,3,0,0,0,0,0,0,0,0,0,0,21900304,1627936,"Caruso, Alex",Los Angeles Lakers,1610612747,LAL,made,1,"Rondo, Rajon",200765,4.170882042,6,0,0,0,0,0,0,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
467,203924,"Grant, Jerami",Denver Nuggets,1610612743,DEN,made,1,"Barton, Will",203115,-0.415710464,1,0,0,0,0,0,0,0,0,0,0,21900304,1627936,"Caruso, Alex",Los Angeles Lakers,1610612747,LAL,made,1,"Howard, Dwight",2730,-0.113203715,1,0,0,0,0,0,0,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
468,1627823,"Hernangomez, Juancho",Denver Nuggets,1610612743,DEN,made,1,"Morris, Monte",1628420,2.979191251,3,0,0,0,0,0,0,0,0,0,0,21900304,1627936,"Caruso, Alex",Los Angeles Lakers,1610612747,LAL,made,1,"James, LeBron",2544,3.308918842,5,0,0,1,0,0,1,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
469,1627823,"Hernangomez, Juancho",Denver Nuggets,1610612743,DEN,made,1,"Murray, Jamal",1627750,0.43046624,1,0,0,0,0,0,0,0,0,0,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Kuzma, Kyle",1628398,0.928871199,8,0,0,5,0,0,5,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
470,1627823,"Hernangomez, Juancho",Denver Nuggets,1610612743,DEN,made,1,"Beasley, Malik",1627736,0.43046624,1,0,0,1,0,0,1,0,0,0,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,-0.023147858,4,0,0,1,0,0,0,0,0,1,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
471,1627823,"Hernangomez, Juancho",Denver Nuggets,1610612743,DEN,made,1,"Grant, Jerami",203924,1.704828745,2,0,0,0,0,0,0,0,0,0,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Daniels, Troy",203584,0.221289467,5,2,2,2,1,0,0,0,2,2,1,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
472,1627823,"Hernangomez, Juancho",Denver Nuggets,1610612743,DEN,made,1,"Plumlee, Mason",203486,0.43046624,1,0,0,1,0,0,0,0,0,1,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Caldwell-Pope, Kentavious",203484,-0.499157387,2,0,0,0,0,0,0,0,0,0,0,Forward,0.082776316,0.098088259,Guard,0.075799272,0.077729536
473,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Hernangomez, Juancho",1627823,0.697298996,3,0,0,1,0,0,0,0,0,1,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Davis, Anthony",203076,2.125327582,13,3,3,8,0.375,3,7,0.429,0,1,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
474,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Beasley, Malik",1627736,1.263364381,4,1,1,1,1,1,1,1,0,0,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Green, Danny",201980,-0.254720061,3,0,0,1,0,0,0,0,0,1,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
475,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Jokic, Nikola",203999,0.144098733,2,0,0,1,0,0,0,0,0,1,0,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"Howard, Dwight",2730,0.45286167,6,1,1,3,0.333,1,2,0.5,0,1,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
